,id,genero,carro,bens_propriedade,filhos,renda_anual,tipo_renda,escolaridade,estado_civil,estilo_vida,contar_aniverisario,desempregado,celular,telefone_comercial,telefone,email_id,tipo_ocupação,tamanho_familia,status
767,5149402,F,N,N,1,135000.0,Associado Comercial,Ensino medio,Casado,Com os pais,-13689.0,-1172,1,0,0,0,Vendas,3,0
768,5095554,F,N,N,0,76500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-23235.0,365243,1,0,1,0,Prefiro não informar,2,0
769,5067090,M,N,N,0,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-13643.0,-4663,1,0,1,0,Funcionario,2,0
770,5010865,M,Y,Y,1,450000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-18173.0,-678,1,0,1,1,Core staff,3,0
771,5041147,F,N,Y,0,90000.0,Pensionista,Ensino medio,Uniao Estavel,Casa/Apartamento,-23236.0,365243,1,0,0,0,Prefiro não informar,2,0
772,5105555,F,N,Y,0,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-19802.0,-4532,1,0,0,0,Funcionario,2,0
773,5136976,F,N,N,0,306000.0,Servidor do Estado,Ensino superior,Casado,Casa/Apartamento,-12677.0,-5587,1,0,0,0,Medicina,2,0
774,5058366,F,N,N,0,90000.0,Pensionista,Ensino medio,Solteiro,Apartamento municipal,-20125.0,365243,1,0,0,0,Prefiro não informar,1,0
775,5066458,F,Y,Y,0,135000.0,CLT/PJ,Ensino medio,Divorciado,Casa/Apartamento,,-1406,1,0,0,0,Funcionario,1,0
776,5045844,F,Y,N,0,193500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-20836.0,-8966,1,0,0,0,Prefiro não informar,2,0
777,5115814,M,N,Y,3,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14336.0,-6860,1,0,0,0,Funcionario,5,0
778,5062362,F,N,Y,0,270000.0,Pensionista,Ensino superior,Casado,Casa/Apartamento,-20814.0,365243,1,0,0,0,Prefiro não informar,2,0
779,5010596,F,N,Y,0,112500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22927.0,365243,1,0,0,0,Prefiro não informar,2,0
780,5113472,M,N,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-19200.0,-346,1,0,1,0,Tech,2,0
781,5041535,F,N,Y,0,180000.0,Associado Comercial,Ensino medio,Viuvo,Casa/Apartamento,-19819.0,-1463,1,0,1,0,Funcionario,1,0
782,5066617,F,N,Y,0,139500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18730.0,-157,1,0,0,1,Cozinha,2,0
783,5126751,M,Y,N,2,135000.0,CLT/PJ,Ensino medio,Casado,Com os pais,-16625.0,-561,1,0,0,0,Prefiro não informar,4,0
784,5009908,M,Y,N,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-19120.0,-3661,1,0,0,0,Motorista,2,0
785,5068337,F,Y,Y,0,112500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-10101.0,-505,1,1,1,0,Funcionario,2,0
786,5105535,M,Y,Y,0,126000.0,Pensionista,Ensino medio,Divorciado,Casa/Apartamento,-20309.0,365243,1,0,1,0,Prefiro não informar,1,0
787,5061724,F,N,Y,0,193500.0,Pensionista,Superior incompleto,Viuvo,Casa/Apartamento,-24295.0,365243,1,0,0,0,Prefiro não informar,1,0
788,5028919,F,Y,Y,0,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17202.0,-1787,1,0,0,0,Vendas,2,0
789,5035627,M,Y,Y,0,337500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-18110.0,-6764,1,0,0,0,Gerente,2,0
790,5074705,F,N,Y,0,157500.0,CLT/PJ,Ensino superior,Solteiro,Casa/Apartamento,-22235.0,-10600,1,0,0,0,Funcionario,1,0
791,5114061,M,Y,N,1,193500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-17932.0,-3999,1,1,1,0,Prefiro não informar,3,0
792,5100373,F,N,Y,2,180000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-12848.0,-3960,1,0,0,0,Core staff,4,0
793,5112765,F,Y,N,1,315000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-11025.0,-2065,1,1,1,1,Prefiro não informar,3,0
794,5045439,M,Y,Y,0,180000.0,Pensionista,Ensino superior,Casado,Casa/Apartamento,-23546.0,365243,1,0,0,0,Prefiro não informar,2,0
795,5113922,F,N,N,0,90000.0,Pensionista,Ensino medio,Solteiro,Apartamento municipal,-23478.0,365243,1,0,0,0,Prefiro não informar,1,0
796,5037125,M,Y,N,0,180000.0,CLT/PJ,Ensino superior,Casado,Com os pais,-11664.0,-2227,1,0,1,0,Core staff,2,0
797,5029538,F,N,Y,0,112500.0,CLT/PJ,Ensino superior,Uniao Estavel,Casa/Apartamento,-12783.0,-1205,1,0,0,0,Core staff,2,0
798,5010078,M,Y,N,2,157500.0,CLT/PJ,Ensino medio,Casado,Apartamento municipal,-12518.0,-1135,1,0,0,0,Limpeza,4,0
799,5085861,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18199.0,-5190,1,0,0,0,Limpeza,2,0
800,5009146,M,Y,N,0,315000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-15825.0,-3720,1,1,1,0,Gerente,2,0
801,5149433,F,Y,Y,0,112500.0,CLT/PJ,Ensino medio,Viuvo,Casa/Apartamento,-19584.0,-2633,1,0,0,0,Prefiro não informar,1,0
802,5061753,F,N,Y,0,135000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-23035.0,365243,1,0,1,0,Prefiro não informar,2,0
803,5143009,M,Y,N,1,99000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-18692.0,365243,1,0,1,0,Prefiro não informar,3,0
804,5079017,M,Y,Y,2,900000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-9889.0,-1000,1,0,0,0,Gerente,4,0
805,5096318,M,Y,N,0,270000.0,Associado Comercial,Ensino superior,Solteiro,Casa/Apartamento,-9517.0,-158,1,0,0,0,Core staff,1,0
806,5038615,F,N,N,1,112500.0,Associado Comercial,Ensino superior,Casado,Com os pais,-12331.0,-3272,1,0,0,0,Core staff,3,0
807,5047670,F,N,N,1,180000.0,Servidor do Estado,Ensino superior,Casado,Casa/Apartamento,-14069.0,-2500,1,1,1,1,Core staff,3,0
808,5044987,F,N,Y,0,141750.0,Pensionista,Ensino superior,Casado,Casa/Apartamento,-20345.0,365243,1,0,1,0,Prefiro não informar,2,0
809,5036828,F,N,Y,0,180000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-19207.0,-4327,1,0,0,0,Vendas,2,0
810,5139892,F,N,Y,0,112500.0,Servidor do Estado,Ensino medio,Uniao Estavel,Casa/Apartamento,-18484.0,-6033,1,0,1,0,Medicina,2,0
811,5135446,F,N,Y,1,225000.0,CLT/PJ,Ensino medio,Casado,Com os pais,-10035.0,-170,1,0,0,0,Limpeza,3,0
812,5095586,F,N,N,0,270000.0,CLT/PJ,Superior incompleto,Uniao Estavel,Casa/Apartamento,-8784.0,-278,1,1,0,1,Medicina,2,0
813,5068963,M,Y,N,0,202500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-15181.0,-3062,1,0,0,0,Prefiro não informar,2,0
814,5022047,M,Y,Y,0,135000.0,CLT/PJ,Ensino medio,Casado,Apartamento escritório,-14917.0,-8157,1,1,1,0,Motorista,2,0
815,5048121,M,Y,Y,2,292500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-12091.0,-2653,1,0,1,0,Prefiro não informar,4,0
816,5117219,F,N,Y,0,202500.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-11107.0,-1953,1,0,0,0,Core staff,2,0
817,5009821,F,Y,N,0,99000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14883.0,-5457,1,0,1,0,Cozinha,2,0
818,5033500,M,N,Y,0,202500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-17578.0,-1997,1,0,0,0,Funcionario,2,0
819,5058281,F,N,Y,0,306000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-14897.0,-3435,1,1,1,1,Prefiro não informar,2,0
820,5054373,F,N,N,0,148500.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-20723.0,365243,1,0,1,0,Prefiro não informar,1,0
821,5142988,F,N,N,1,135000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-10567.0,-1504,1,1,0,0,Core staff,3,0
822,5137229,M,Y,N,0,180000.0,Associado Comercial,Ensino medio,Casado,Apartamento municipal,-14084.0,-2696,1,1,0,0,Motorista,2,0
823,5113373,F,N,Y,1,180000.0,Pensionista,Ensino superior,Casado,Casa/Apartamento,-18979.0,365243,1,0,1,0,Prefiro não informar,3,0
824,5053152,F,N,Y,0,157500.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-23774.0,365243,1,0,0,0,Prefiro não informar,1,0
825,5090386,F,N,Y,0,247500.0,Associado Comercial,Ensino superior,Solteiro,Casa/Apartamento,-21537.0,-13735,1,0,0,0,Core staff,1,0
826,5142899,F,N,N,0,112500.0,Associado Comercial,Ensino superior,Solteiro,Com os pais,-9052.0,-227,1,0,0,0,Funcionario,1,0
827,5113510,M,Y,Y,0,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17176.0,-132,1,0,0,0,Funcionario,2,0
828,5091457,F,N,Y,2,103500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,,-6621,1,1,1,0,Medicina,4,0
829,5009791,F,N,N,0,198000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-22002.0,365243,1,0,1,0,Prefiro não informar,1,0
830,5149484,F,Y,Y,1,135000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-11278.0,-2481,1,0,0,0,Prefiro não informar,3,0
831,5092221,M,N,N,0,67500.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-11654.0,-2818,1,0,0,0,Funcionario,2,0
832,5067003,M,Y,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18752.0,-11906,1,0,1,0,Funcionario,2,0
833,5023838,F,Y,N,0,315000.0,Associado Comercial,Ensino medio,Uniao Estavel,Casa/Apartamento,-19801.0,-1077,1,0,1,0,Core staff,2,0
834,5095433,F,N,Y,0,292500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-18764.0,-9258,1,0,0,0,Tech,2,0
835,5033797,F,Y,Y,0,148500.0,Associado Comercial,Ensino medio,Casado,Apartamento escritório,-17107.0,-2277,1,0,0,0,Core staff,2,0
836,5022803,F,Y,Y,0,202500.0,CLT/PJ,Ensino superior,Viuvo,Casa/Apartamento,-11998.0,-1497,1,0,0,0,Gerente,1,0
837,5104953,M,Y,Y,0,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-21684.0,-2422,1,0,0,0,Motorista,2,0
838,5100098,F,N,Y,0,90000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-10851.0,-826,1,0,0,0,Prefiro não informar,2,0
839,5091792,M,Y,Y,1,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15216.0,-2969,1,1,0,0,Auxiliar/Aprendiz,3,0
840,5149805,F,N,Y,0,135000.0,Servidor do Estado,Superior incompleto,Solteiro,Com os pais,-9873.0,-2086,1,0,1,1,Prefiro não informar,1,0
841,5089681,F,N,N,0,261000.0,Associado Comercial,Superior incompleto,Casado,Casa/Apartamento,-10028.0,-1070,1,1,0,0,Prefiro não informar,2,0
842,5052678,F,N,Y,1,135000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-15624.0,-8172,1,1,1,0,Tech,3,0
843,5116809,F,N,Y,0,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18365.0,-701,1,0,0,0,Tech,2,0
844,5143353,M,Y,N,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-10578.0,-1384,1,1,0,0,Vendas,2,0
845,5090232,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Viuvo,Casa/Apartamento,-21977.0,-9447,1,0,0,0,Tech,1,0
846,5117095,M,Y,Y,0,360000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-14010.0,365243,1,0,0,0,Prefiro não informar,2,0
847,5088987,F,N,N,2,171000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14622.0,-1160,1,1,1,0,Core staff,4,0
848,5021584,F,N,N,1,40500.0,Servidor do Estado,Ensino medio,Casado,Apartamento alugado,-13052.0,-1952,1,0,0,0,Cozinha,3,0
849,5009291,F,N,N,0,130500.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-15140.0,-4816,1,0,1,0,Limpeza,2,0
850,5051007,F,N,N,0,306000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-10707.0,-1354,1,0,0,0,Gerente,2,0
851,5024263,F,Y,N,0,202500.0,Associado Comercial,Ensino medio,Casado,Apartamento municipal,-21276.0,-1128,1,0,1,0,Contador,2,0
852,5125771,F,N,Y,0,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-23360.0,-469,1,0,0,0,Prefiro não informar,2,0
853,5021879,M,Y,N,2,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-13095.0,-217,1,0,1,0,Funcionario,4,0
854,5137247,F,N,N,0,90000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17355.0,-3273,1,1,1,0,Secretária,2,0
855,5096336,F,Y,N,0,153000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-23679.0,365243,1,0,1,0,Prefiro não informar,1,0
856,5061762,F,Y,N,1,135000.0,CLT/PJ,Ensino superior,Casado,Apartamento alugado,-11262.0,-563,1,0,0,1,Contador,3,0
857,5069117,F,N,Y,0,180000.0,Pensionista,Ensino medio,Solteiro,Casa/Apartamento,-20577.0,365243,1,0,0,0,Prefiro não informar,1,0
858,5009579,F,N,N,0,112500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-21316.0,365243,1,0,0,0,Prefiro não informar,2,0
859,5048319,F,N,N,0,90000.0,CLT/PJ,Ensino superior,Divorciado,Casa/Apartamento,-21887.0,-1526,1,0,0,0,Core staff,1,0
860,5023389,M,Y,Y,2,157500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-13536.0,-2092,1,0,0,0,Core staff,4,0
861,5143457,M,Y,Y,0,247500.0,Servidor do Estado,Ensino medio,Uniao Estavel,Casa/Apartamento,-11912.0,-1749,1,0,0,0,Tech,2,0
862,5089225,M,N,N,0,112500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-23027.0,365243,1,0,1,0,Prefiro não informar,2,0
863,5069257,F,Y,Y,1,67500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12821.0,-931,1,0,1,1,Funcionario,3,0
864,5044939,M,N,Y,2,360000.0,Servidor do Estado,Ensino superior,Casado,Casa/Apartamento,-16027.0,-5639,1,0,1,0,Gerente,4,0
865,5022730,M,Y,N,3,360000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-15262.0,-1674,1,0,0,0,Gerente,5,0
866,5149413,F,N,Y,2,315000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-10937.0,-168,1,0,1,0,Gerente,4,0
867,5062745,F,N,Y,0,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15035.0,-1128,1,0,1,0,Limpeza,2,0
868,5105565,M,N,Y,0,135000.0,Pensionista,Ensino medio,Uniao Estavel,Casa/Apartamento,-23094.0,365243,1,0,1,0,Prefiro não informar,2,0
869,5114544,F,N,Y,0,166500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-10794.0,-4029,1,0,0,1,Funcionario,2,0
870,5100352,M,N,N,0,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,,-4967,1,1,1,0,Funcionario,2,0
871,5078841,M,N,Y,0,225000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-20298.0,-3282,1,0,0,0,Medicina,2,0
872,5117392,F,N,N,0,135000.0,Associado Comercial,Superior incompleto,Solteiro,Casa/Apartamento,-17615.0,-339,1,0,0,0,Contador,1,0
873,5022189,F,N,N,1,135000.0,Associado Comercial,Ensino medio,Divorciado,Casa/Apartamento,-15170.0,-7979,1,0,0,0,Tech,2,0
874,5105422,F,N,Y,0,193500.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-18449.0,-9683,1,0,0,0,Prefiro não informar,1,0
875,5143453,M,Y,Y,0,247500.0,Servidor do Estado,Ensino medio,Uniao Estavel,Casa/Apartamento,-11912.0,-1749,1,0,0,0,Tech,2,0
876,5067832,F,Y,Y,0,315000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-21377.0,-577,1,0,0,1,Prefiro não informar,2,0
877,5090995,M,Y,Y,0,405000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-10323.0,-2622,1,1,1,1,Gerente,2,0
878,5089512,F,Y,N,1,405000.0,CLT/PJ,Ensino medio,Casado,Apartamento alugado,-13810.0,-1678,1,1,1,1,Core staff,3,0
879,5116373,F,N,N,1,90000.0,CLT/PJ,Ensino medio,Casado,Com os pais,-10092.0,-976,1,0,0,0,Prefiro não informar,3,0
880,5149106,M,N,Y,2,270000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12488.0,-3608,1,0,0,0,Segurança,4,0
881,5091737,F,Y,Y,0,243000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-14716.0,-2057,1,0,0,0,Vendas,1,0
882,5052620,M,Y,Y,1,180000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-15988.0,-1994,1,0,1,0,Tech,3,0
883,5087819,M,N,Y,2,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15788.0,-1563,1,0,0,0,Segurança,4,0
884,5139757,M,Y,Y,0,337500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-23711.0,-7494,1,0,0,0,Funcionario,2,0
885,5113639,F,N,N,0,135000.0,Pensionista,Ensino superior,Casado,Apartamento municipal,-19700.0,365243,1,0,0,0,Prefiro não informar,2,0
886,5052811,F,N,Y,0,117000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17189.0,-4523,1,0,0,0,Gerente,2,0
887,5095751,F,N,N,0,202500.0,CLT/PJ,Ensino medio,Casado,Com os pais,-12869.0,-340,1,1,1,0,Gerente,2,0
888,5096785,F,Y,Y,0,270000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-24194.0,365243,1,0,0,0,Prefiro não informar,2,0
889,5062286,M,N,Y,0,202500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-8353.0,-1081,1,1,0,1,Core staff,2,0
890,5090805,F,N,N,0,135000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-16814.0,-6614,1,0,0,0,Prefiro não informar,1,0
891,5079075,F,N,Y,0,216000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15569.0,-1639,1,1,0,0,Core staff,2,0
892,5146447,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Viuvo,Casa/Apartamento,-14394.0,-919,1,0,1,0,Gerente,1,0
893,5051008,F,N,N,1,225000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-10448.0,-3392,1,1,1,1,Imobiliaria,3,0
894,5100106,M,Y,N,0,81000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17660.0,-3261,1,1,1,0,Funcionario,2,0
895,5094896,M,Y,Y,1,180000.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-14136.0,-3928,1,0,0,0,Gerente,3,0
896,5050894,M,Y,N,0,292500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-18875.0,365243,1,0,0,0,Prefiro não informar,2,0
897,5054414,M,N,N,0,225000.0,Associado Comercial,Ensino superior,Casado,Com os pais,-13021.0,-5082,1,1,0,0,Gerente,2,0
898,5025791,F,N,Y,0,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18506.0,-3630,1,0,0,0,Core staff,2,0
899,5067949,F,N,Y,0,157500.0,Associado Comercial,Ensino medio,Solteiro,Casa/Apartamento,-18133.0,-3591,1,0,1,1,Prefiro não informar,1,0
900,5142482,M,Y,N,2,166500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-12312.0,-1199,1,0,0,0,Core staff,4,0
901,5041271,M,N,Y,0,445500.0,Associado Comercial,Ensino superior,Divorciado,Casa/Apartamento,-19298.0,-2469,1,0,0,0,Prefiro não informar,1,0
902,5115957,F,Y,Y,0,180000.0,CLT/PJ,Ensino medio,Viuvo,Casa/Apartamento,-15494.0,-4304,1,0,0,0,Vendas,1,0
903,5010881,F,N,Y,0,45000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-20688.0,365243,1,0,1,0,Prefiro não informar,2,0
904,5029423,F,N,Y,1,315000.0,Servidor do Estado,Ensino medio,Uniao Estavel,Casa/Apartamento,-11206.0,-2514,1,0,0,1,Core staff,3,0
905,5105159,M,N,Y,2,450000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-12238.0,-2187,1,1,1,0,Gerente,4,0
906,5029610,F,Y,Y,0,180000.0,Associado Comercial,Ensino superior,Solteiro,Casa/Apartamento,-15161.0,-7140,1,0,0,0,Core staff,1,0
907,5117450,F,N,N,2,90000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11863.0,-96,1,1,0,0,Prefiro não informar,4,0
908,5143620,F,N,Y,0,172243.04,Pensionista,Ensino medio,Casado,Casa/Apartamento,-23208.0,365243,1,0,1,0,Prefiro não informar,2,0
909,5023949,M,Y,Y,1,148500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14962.0,-5176,1,0,0,0,Funcionario,3,0
910,5089737,F,Y,N,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-19010.0,-6761,1,1,1,0,Limpeza,2,0
911,5143402,M,Y,Y,0,144000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-19270.0,-2356,1,0,1,0,Gerente,2,0
912,5041921,M,N,N,0,135000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,,365243,1,0,1,0,Prefiro não informar,2,0
913,5136909,M,N,N,1,360000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15244.0,-2908,1,1,0,1,Gerente,3,0
914,5143596,F,N,N,0,90000.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-11639.0,-3333,1,1,0,0,Garçom/Barmen,2,0
915,5095939,M,N,N,0,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17340.0,-3596,1,0,1,0,Gerente,2,0
916,5113343,M,N,Y,2,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11462.0,-4606,1,0,0,0,Funcionario,4,0
917,5142920,F,N,N,1,292500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-12454.0,-4030,1,1,1,0,Vendas,3,0
918,5114294,F,N,N,0,112500.0,Servidor do Estado,Ensino medio,Viuvo,Casa/Apartamento,-19295.0,-5246,1,1,0,0,Prefiro não informar,1,0
919,5088055,F,N,Y,0,216000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-17937.0,-3054,1,0,0,0,Medicina,1,0
920,5142815,M,Y,N,0,126000.0,Associado Comercial,Superior incompleto,Casado,Casa/Apartamento,-10359.0,-2906,1,0,1,0,Funcionario,2,0
921,5054460,M,Y,N,1,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18934.0,-1915,1,0,1,0,Funcionario,3,0
922,5113134,F,N,Y,0,189000.0,Pensionista,Superior incompleto,Viuvo,Casa/Apartamento,-21845.0,365243,1,0,0,0,Prefiro não informar,1,0
923,5069380,M,N,Y,0,337500.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-16717.0,-1267,1,0,0,0,Tech,1,0
924,5065798,F,N,Y,0,44550.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22911.0,365243,1,0,0,0,Prefiro não informar,2,0
925,5036396,F,Y,Y,0,112500.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-13686.0,-1256,1,0,0,0,Cozinha,2,0
926,5148535,F,N,Y,1,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-10473.0,-1721,1,0,1,0,Prefiro não informar,3,0
927,5105436,M,N,Y,2,112500.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-14358.0,-2317,1,0,0,0,Prefiro não informar,4,0
928,5105412,F,N,Y,2,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12760.0,-1518,1,0,0,0,Prefiro não informar,4,0
929,5026177,M,Y,Y,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-19171.0,-7804,1,1,0,0,Funcionario,2,0
930,5142584,M,Y,Y,0,301500.0,CLT/PJ,Ensino medio,Casado,Apartamento alugado,-9009.0,-864,1,0,0,0,Funcionario,2,0
931,5054297,F,Y,N,0,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14060.0,-7364,1,1,0,0,Cozinha,2,0
932,5118108,M,Y,N,0,90000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-8304.0,-1101,1,1,0,0,Funcionario,1,0
933,5054106,F,N,N,0,67500.0,Pensionista,Ensino medio,Divorciado,Casa/Apartamento,-21516.0,365243,1,0,0,0,Prefiro não informar,1,0
934,5010683,M,Y,Y,0,292500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-10297.0,-2231,1,0,0,0,Gerente,2,0
935,5045850,F,Y,Y,2,315000.0,Associado Comercial,Ensino superior,Casado,Com os pais,-12621.0,-1327,1,0,0,0,Gerente,4,0
936,5058371,F,N,Y,0,117000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17468.0,-355,1,1,1,0,Prefiro não informar,2,0
937,5068147,F,N,Y,0,157500.0,Pensionista,Ensino medio,Solteiro,Casa/Apartamento,-20441.0,365243,1,0,0,0,Prefiro não informar,1,0
938,5137187,F,Y,N,0,67500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11405.0,-1934,1,1,0,0,Prefiro não informar,2,0
939,5139859,M,Y,Y,0,189000.0,Pensionista,Ensino medio,Divorciado,Casa/Apartamento,-20011.0,365243,1,0,0,0,Prefiro não informar,1,0
940,5095873,F,N,N,0,202500.0,CLT/PJ,Ensino superior,Uniao Estavel,Casa/Apartamento,-15309.0,-5179,1,1,1,0,Core staff,2,0
941,5126809,M,N,Y,1,157500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-10676.0,-2326,1,0,1,1,Funcionario,3,0
942,5096604,F,Y,N,1,225000.0,CLT/PJ,Ensino superior,Uniao Estavel,Casa/Apartamento,-13528.0,-980,1,1,1,0,Core staff,3,0
943,5036765,F,N,N,1,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12834.0,-1224,1,0,0,1,Funcionario,3,0
944,5091880,F,Y,Y,0,202500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-18463.0,-7048,1,0,0,0,Contador,2,0
945,5090082,M,N,N,0,180000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-15051.0,-1678,1,0,0,0,Prefiro não informar,2,0
